CedenAnalyteName,AnalyteName,AnalyteDescription,CASNumber,Concatenate,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,AnalyteGroup4,AnalyteGroup5,AnalyteGroup6,Notes
,Perfluorononanoate,Perfluorononanoate,0,,Organic,Perluorinated,,,,,
,Perfluorooctane Sulfonamido Acetic Acid,Perfluorooctane Sulfonamido Acetic Acid (FOSAA),0,,Organic,Organic,,PFC Precursor,,,
,Perfluorooctanesulfonamide,Perfluorooctanesulfonamide,0,,Organic,Perluorinated,,,,,
,Perfluorooctanesulfonate,Perfluorooctanesulfonate,0,,Organic,Organic,,PFOS,,,
,Perfluorooctanoate,Perfluorooctanoate,0,,Organic,Perluorinated,,,,,
,"Perfluorooctylphosphate, 1H,1H,2H,2H-","1H,1H,2H,2H-perfluorooctylphosphate (6:2 monoPAP)",0,,Organic,Organic,,PFC Precursor,,,
,Perfluorooctylphosphonate,Perfluorooctylphosphonate (PFOPA),0,,Organic,Organic,Perluorinated,PFC Precursor,,,
,Perfluoropentanoate,Perfluoropentanoate,0,,Organic,Perluorinated,,,,,
,Perfluoroundecanoate,Perfluoroundecanoate,0,,Organic,Perluorinated,,,,,
"Permethrin, cis-, Total","Permethrin, cis-","cis-Permethrin, formerly peak 1",54774457,,Organic,Organic,Pyrethroid,Pesticide,Insecticide,,
"Permethrin, Total, Total","Permethrin, Total","Total Permethrin, sum peaks cis and trans (formerly 1 & 2)",52645531,,Organic,Organic,Pyrethroid,Pesticide,,,
"Permethrin, trans-, Total","Permethrin, trans-",trans-Permethrin formerly peak 2,51877748,,Organic,Organic,Pyrethroid,Pesticide,,,
,Perthane,Perthane,72560,,Organic,Organic,Organochlorine,Pesticide,Insecticide,,
"Perylene, Total",Perylene,Perylene,198550,,Organic,Organic,PAH,HMW PAH,Semi-VOCs,,
pH,pH,pH,0,,Water Quality Measurements,Toxicity Treatment,,,,,
"Phenanthrene, Total",Phenanthrene,Phenanthrene,85018,,Organic,Organic,PAH,LMW PAH,Semi-VOCs,,
"Phenanthrene/Anthracene, C1-, Total","Phenanthrene/Anthracene, C1-",C1-Phenanthrene/Anthracene,0,,Organic,Organic,PAH,LMW PAH,Semi-VOCs,,
"Phenanthrene/Anthracene, C2-, Total","Phenanthrene/Anthracene, C2-",C2-Phenanthrene/Anthracene,0,,Organic,Organic,PAH,LMW PAH,Semi-VOCs,,
"Phenanthrene/Anthracene, C3-, Total","Phenanthrene/Anthracene, C3-",C3-Phenanthrene/Anthracene,0,,Organic,Organic,PAH,LMW PAH,Semi-VOCs,,
"Phenanthrene/Anthracene, C4-, Total","Phenanthrene/Anthracene, C4-",C4-Phenanthrene/Anthracene,0,,Organic,Organic,PAH,LMW PAH,Semi-VOCs,,
,Phenmedipham,Phenmedipham,0,,Organic,Pesticide,Herbicide,,,,
,Phenol,Phenol,108952,,Organic,Organic,Phenol,Non-Chlorinated Phenols,Semi-VOCs,,
,"Phenolics, Total","Total Phenolics, classification of phenols",0,,Organic,PPCP,,,,,
,Phenothrin,Phenothrin,26002802,,Organic,Organic,Pyrethroid,Pesticide,Insecticide,,
,Pheophytin a,Pheophytin a,603178,,Inorganic,Inorganic,Benthic,Conventional,,,
,Phone,Phone,0,,Physical/Habitat,Plastic,Debris,Toxic,Trash,,
,Phorate,Phorate,298022,,Organic,Organic,Organophosphate,Pesticide,Insecticide,,
,Phorate sulfone,Phorate sulfone,2588047,,Organic,Organic,Pesticide,,,,
,Phorate sulfoxide,Phorate sulfoxide,2588036,,Organic,Organic,Pesticide,,,,
,Phoratoxon,Phoratoxon,0,,Organic,Pesticide,,,,,
,Phoratoxon Sulfone,Phoratoxon Sulfone,0,,Organic,Pesticide,,,,,
,Phoratoxon Sulfoxide,Phoratoxon Sulfoxide,0,,Organic,Pesticide,,,,,
,Phosalone,Phosalone,2310170,,Organic,Organic,Organophosphate,Pesticide,Insecticide,,
,Phosalone Oxon,Phosalone Oxon,0,,Organic,Pesticide,,,,,
,Phosmet,Phosmet,732116,,Organic,Organic,Organophosphate,Pesticide,Insecticide,,
,Phosmet-Oxon,Phosmet-Oxon,3735339,,Organic,Organic,Pesticide,,,,
,Phosphamidon,Phosphamidon,13171216,,Organic,Organic,Organophosphate,Pesticide,Insecticide,,
,Phosphate as P,Phosphate as P,14265442,,Inorganic,Inorganic,Nutrient,Water Quality Measurements,Conventional,,
"Phosphorus as P, Total",Phosphorus as P,Phosphorus as P,7723140,,Inorganic,Inorganic,Nutrient,Conventional,,,
,Photomirex,Photomirex,39801144,,Organic,Organic,PCB,,,,
,Phytane,Phytane,0,,Organic,Alkane,,,,,
,Picloram,Picloram,1918021,,Organic,Organic,Herbicide,,,,
,Picoxystrobin,Picoxystrobin,117000000,,Organic,Organic,Pesticide,Fungicide,,,
,PictureCode,Picture code idenifier,0,,Physical/Habitat,Field Observations,,,,,
,"Pipe, PVC","Pipe, PVC",0,,Physical/Habitat,Plastic,Debris,Trash,Household,,
,Piperalin,Piperalin,0,,Organic,Pesticide,Fungicide,,,,
,Piperonyl Butoxide,Piperonyl Butoxide,51036,,Organic,Organic,Pyrethroid,Pesticide,Insecticide,,
,Piperonyl Cyclonene,Piperonyl Cyclonene,0,,Organic,Pesticide,Insecticide,,,,
,"Pipes, Drains","Pipes, Drains",0,,Physical/Habitat,,,,,,
,Pirimicarb,Pirimicarb,0,,Organic,Pesticide,Insecticide,,,,
,Pirimicarb sulfone,Pirimicarb sulfone,0,,Organic,Pesticide,,,,,
,Pirimicarb sulfoxide,Pirimicarb sulfoxide,0,,Organic,Pesticide,,,,,
,Pirimiphos Methyl,Pirimiphos Methyl,29232937,,Organic,Organic,Pesticide,Insecticide,,,
,Plastic,Plastic using Trash Protocol,0,,Trash,,,,,,
,"Plastic MicroDebris, > 4.75 mm","Plastic MicroDebris, > 4.75 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, 0.355 mm","Plastic MicroDebris, 0.355 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, 0.500 mm","Plastic MicroDebris, 0.500 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, 1.0 mm","Plastic MicroDebris, 1.0 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, 2.0 mm","Plastic MicroDebris, 2.0 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, 4.75 mm","Plastic MicroDebris, 4.75 mm",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Black","Plastic MicroDebris, Black",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Blue","Plastic MicroDebris, Blue",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Clear","Plastic MicroDebris, Clear",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Green","Plastic MicroDebris, Green",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Grey","Plastic MicroDebris, Grey",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Orange","Plastic MicroDebris, Orange",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Peach","Plastic MicroDebris, Peach",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Pink","Plastic MicroDebris, Pink",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Red","Plastic MicroDebris, Red",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Tan","Plastic MicroDebris, Tan",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, White","Plastic MicroDebris, White",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic MicroDebris, Yellow","Plastic MicroDebris, Yellow",0,,Physical/Habitat,Plastic,Debris,Trash,,,
,"Plastic, Other","Plastic, Other",0,,Physical/Habitat,Plastic,Debris,Trash,Bags and Packaging,,
,"Plate, Waxed Paper","Plate, Waxed Paper",0,,Physical/Habitat,Plastic,Debris,Trash,Food Service,,
,Ponded,Ponded water that either evaporates and/or infiltrates and does not flow to a surface receiving water,0,,Physical/Habitat,,,,,,
,Pool,Pool,0,,Physical/Habitat,,,,,,
,Pool Form,Pool Form,0,,Physical/Habitat,,,,,,
,Porosity,Porosity,0,,Water Quality Measurements,Ancillary,,,,,
,Position,Position along transect where sample collected,0,,Physical/Habitat,,,,,,
,Potassium,Potassium,7440097,,Inorganic,Inorganic,Metal,Trace Elements,Conventional,,
,Potential Non-Stormwater Source,Potential Non-Stormwater Source,0,,Field Observations,,,,,,Originally had no tags - all current tags were assigned manually
,Poultry,Poultry,0,,Physical/Habitat,,,,,,
,Power Plants,Power Plants,0,,Physical/Habitat,,,,,,
,Prallethrin,Prallethrin,23031369,,Organic,Organic,Pyrethroid,Pesticide,Insecticide,,
,Precipitation,Precipitation,0,,Physical/Habitat,Field Observations,,,,,
,PrecipitationLast24hrs,PrecipitationLast24hrs,0,,Physical/Habitat,Field Observations,,,,,
,Precipitationlast72hrs,Precipitation within the last 72 hours,0,,Field Observations,Habitat,,,,,Originally had no tags - all current tags were assigned manually
,Prednisolone,Prednisolone,50248,,Organic,Organic,PPCP,,,,
,Prednisone,Prednisone,53032,,Organic,Organic,PPCP,,,,
,Pressure,Pressure,0,,Water Quality Measurements,Ancillary,,,,,
,"Primitive Parks, Camping","Primitive Parks, Camping",0,,Physical/Habitat,,,,,,
,Pristane,Pristane,0,,Organic,Alkane,,,,,
,Procymidone,Procymidone,32809168,,Organic,Organic,Pesticide,,,,
,Prodiamine,Prodiamine,29091212,,Organic,Organic,Herbicide,,,,
,Profenofos,Profenofos,41198087,,Organic,Organic,Pesticide,,,,
,Profluralin,Profluralin,26399360,,Organic,Organic,Pesticide,Herbicide,,,
,Promecarb,Promecarb (3-methyl-5-(1-methylethyl)phenyl methylcarbamate),2631370,,Organic,Organic,Carbamates,Pesticide,Insecticide,,
,Promethazine,Promethazine,60877,,Organic,Organic,PPCP,,,,
,Prometon,Prometon,1610180,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Prometryn,Prometryn,7287196,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Pronamide,Pronamide (Propyzamide),23950585,,Organic,Organic,Herbicide,,,,
,Propachlor,Propachlor,1918167,,Organic,Organic,Carbamates,Pesticide,Herbicide,,
,Propanil,Propanil,709988,,Organic,Organic,Pesticide,Herbicide,,,
,Propargite,Propargite,2312358,,Organic,Organic,Organophosphate,Pesticide,Arachnicide,,
,Propazine,Propazine,139402,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Propetamphos,Propetamphos,0,,Organic,Pesticide,Insecticide,,,,
,Propham,Propham,122429,,Organic,Organic,Carbamates,Pesticide,Herbicide,,
,Propiconazole,Propiconazole,60207901,,Organic,Organic,Herbicide,,,,
,Proportion,Proportion,0,,Physical/Habitat,,,,,,
,Propoxur,Propoxur,114261,,Organic,Organic,Carbamates,Pesticide,Insecticide,,
,Propoxyphene,Propoxyphene,0,,Organic,PPCP,,,,,
,Propranolol,Propranolol,525666,,Organic,Organic,PPCP,,,,
,"Propylbenzene, n-",n-Propylbenzene,103651,,Organic,Organic,VOC,,,,
,Propyzamide,Propyzamide,23950585,,Organic,Organic,Pesticide,Herbicide,,,
,Propyzamide metabolite,Propyzamide metabolite,0,,Organic,Pesticide,Herbicide,,,,
,Prosulfuron,Prosulfuron,0,,Organic,Pesticide,Herbicide,,,,
,Pseudo-nitzschia,Pseudo-nitzschia,0,,Microbiological,Pathogens,,,,,
,Public Access,Public Access,0,,Physical/Habitat,Debris,,,,,
,Pymetrozin,Pymetrozin,123000000,,Organic,Organic,Pesticide,,,,
,Pymetrozine,Pymetrozine,0,,Organic,Pesticide,Insecticide,,,,
,Pyraclostrobin,Pyraclostrobin,175000000,,Organic,Organic,Fungicide,,,,
,Pyrazon,Pyrazon (Chloridazon),0,,Organic,Pesticide,Herbicide,,,,
"Pyrene, Total",Pyrene,Pyrene,129000,,Organic,Organic,PAH,HMW PAH,Semi-VOCs,,
,Pyrethrin-1,Pyrethrin-1,121211,,Organic,Organic,Pyrethroid,Pesticide,,,
,Pyrethrin-2,Pyrethrin-2 (Pyrethrin II),121299,,Organic,Organic,Pyrethroid,Pesticide,,,
,Pyridaben,Pyridaben,96489713,,Organic,Organic,Pesticide,Insecticide,,,
,Pyridine,Pyridine,110861,,Organic,Organic,Semi-VOCs,,,,
,Pyrimethanil,Pyrimethanil,53112280,,Organic,Organic,Pesticide,Fungicide,,,
,Pyriproxyfen,Pyriproxyfen,0,,Organic,Pesticide,,,,,
,Quinoxyfen,Quinoxyfen,124000000,,Organic,Organic,Pesticide,Fungicide,,,
,Radium-226,Radium-226,13982633,,Radiochemistry,Radiochemistry,,,,,
,Radium-228,Radium-228,0,,Radiochemistry,,,,,,
,Ranitidine,Ranitidine,66357355,,Organic,Organic,PPCP,,,,
,Rapid,Rapid,0,,Physical/Habitat,,,,,,
,Ratio of SEM/AVS,Ratio of SEM/AVS,0,,Inorganic,Metal,,,,,
,Rebar,Rebar,0,,Physical/Habitat,Metal,Non-Plastic,Debris,Trash,,
,Reburial,Reburial,0,,Toxicity,,,,,,
,Relative Luminescence,Relative Luminescence,0,,Toxicity,,,,,,
,Reproduction,Reproduction,0,,Toxicity,,,,,,
,Residences,Residences,0,,Physical/Habitat,,,,,,
,Residential Dumping,Residential Dumping,0,,Physical/Habitat,,,,,,
,Resmethrin,Resmethrin,10453868,,Organic,Organic,Pyrethroid,Pesticide,Insecticide,,
,Retene,Retene,0,,Organic,PAH,,,,,
,"Ribbon, Non-plastic","Ribbon, Non-plastic",0,,Physical/Habitat,Non-Plastic,Debris,Trash,Household,,
,"Ribbon, Packaging","Ribbon, Packaging",0,,Physical/Habitat,Plastic,Debris,Trash,Miscellaneous,,
,Richness,Richness,0,,Toxicity,,,,,,
,Riffle,Riffle,0,,Physical/Habitat,,,,,,
,Riffle/Run Bank Stability,Riffle/Run Bank Stability (used for EMAP RBP 20-score habitat characterization),0,,Physical/Habitat,,,,,,
,Riffle/Run Channel Alteration,Riffle/Run Channel Alteration,0,,Physical/Habitat,,,,,,
,Riffle/Run Channel Flow Status,Riffle/Run Channel Flow Status,0,,Physical/Habitat,,,,,,
,Riffle/Run Embeddedness,Riffle/Run Embeddedness,0,,Physical/Habitat,,,,,,
,Riffle/Run Epifaunal Substrate,Riffle/Run Epifaunal Substrate,0,,Physical/Habitat,,,,,,
,Riffle/Run Frequency,Riffle/Run Frequency,0,,Physical/Habitat,,,,,,
,Riffle/Run Riparian Zone Width,Riffle/Run Riparian Zone Width,0,,Physical/Habitat,,,,,,
,Riffle/Run Sediment Deposition,Riffle/Run Sediment Deposition,0,,Physical/Habitat,,,,,,
,Riffle/Run Vegetative Protection,Riffle/Run Vegetative Protection,0,,Physical/Habitat,,,,,,
,Riffle/Run Velocity/Depth Regime,Riffle/Run Velocity/Depth Regime scale data,0,,Physical/Habitat,,,,,,
,Rimsulfuron,Rimsulfuron,0,,Organic,Pesticide,Herbicide,,,,
,Riparian Bridges/Abutments,Riparian Bridges/Abutments,0,,Physical/Habitat,,,,,,
,Riparian Buildings,Riparian Buildings,0,,Physical/Habitat,,,,,,
,Riparian Canopy Big Trees,EMAP BA Specific - Riparian Canopy Big Trees (Trunk > 0.3m DBH),0,,Physical/Habitat,,,,,,
,Riparian Canopy Small Trees,EMAP BA Specific - Riparian Canopy Small Trees (Trunk < 0.3 m DBH),0,,Physical/Habitat,,,,,,
,Riparian Canopy Veg Type,Riparian Canopy Vegetation Type,0,,Physical/Habitat,,,,,,
,Riparian Corridor Shading,Percent of stream's water surface upstream of sample location estimated to be shaded if the sun was directly over the stream,0,,Physical/Habitat,Constituents,Field Observations,,,,
,Riparian GroundCover Barren,"Riparian Ground Cover Barren, Bare Dirt or Duff",0,,Physical/Habitat,,,,,,
,Riparian GroundCover NonWoody Plants,"Riparian Ground Cover Non-woody Herbs, Grasses & Forbes",0,,Physical/Habitat,,,,,,
,Riparian GroundCover Woody Shrubs,Riparian Ground Cover Woody Shrubs & Saplings,0,,Physical/Habitat,,,,,,
,Riparian Landfill/Trash,Riparian Landfill/Trash,0,,Physical/Habitat,,,,,,
,Riparian Logging,Riparian Logging Operations,0,,Physical/Habitat,,,,,,
,Riparian Lower Canopy All Vegetation,Riparian Lower Canopy All Vegetation (merge of Riparian Understory Non-Woody Plants and Riparian Understory Woody Shrubs in EMAP BA),0,,Physical/Habitat,,,,,,
,Riparian Mining,Riparian Mining Activity,0,,Physical/Habitat,,,,,,
,Riparian Orchards/Vineyards,Riparian Orchards/Vineyards,0,,Physical/Habitat,,,,,,
,Riparian Park/Lawn,Riparian Park/Lawn,0,,Physical/Habitat,,,,,,
,Riparian Pasture/Range,Riparian Pasture/Range/Hay field,0,,Physical/Habitat,,,,,,
,Riparian Pavement,Riparian Pavement/Cleared Lot,0,,Physical/Habitat,,,,,,
,Riparian Pipes,Riparian Piles (Inlet/Outlet),0,,Physical/Habitat,,,,,,
,Riparian Powerline,Human disturbance measure for powerlines,0,,Physical/Habitat,,,,,,
,Riparian Road,Riparian Road/Railroad,0,,Physical/Habitat,,,,,,
,Riparian Row Crops,Riparian Row Crops,0,,Physical/Habitat,,,,,,
,Riparian Trail,Human disturbance measure for trails,0,,Physical/Habitat,,,,,,
,Riparian Understory NonWoody Plants,"EMAP BA specific - Riparian Understory Non-woody Herbs, Grasses & Forbes",0,,Physical/Habitat,,,,,,
,Riparian Understory Veg Type,Riparian Understory Vegetation Type,0,,Physical/Habitat,,,,,,
,Riparian Understory Woody Shrubs,EMAP BA Specific - Riparian Understory Woody Shrubs & Saplings,0,,Physical/Habitat,,,,,,
,Riparian Upper Canopy All Trees,Riparian Upper Canopy All Trees (merge of Riparian Canopy Big Trees and Small Trees in EMAP BA),0,,Physical/Habitat,,,,,,
,Riparian Upper Canopy Deciduous,Riparian Upper Canopy Deciduous,0,,Physical/Habitat,,,,,,
,Riparian Upper Canopy Evergreen,Riparian Upper Canopy Evergreen,0,,Physical/Habitat,,,,,,
,Riparian Vegetation Management,Riparian Vegetation Management,0,,Physical/Habitat,,,,,,
,Riparian Wall/Dike,Riparian Wall/Dike/Revetment/Riprap/Dam,0,,Physical/Habitat,,,,,,
,RisingGroundwater,"Rising groundwater (i.e., a spring) that is the source of water in a receiving water and may contribute (or even define) the receiving water quality",0,,Physical/Habitat,,,,,,
,Roads,Roads,0,,Physical/Habitat,,,,,,
,"Rope, Polypropylene","Rope, Polypropylene",0,,Physical/Habitat,Plastic,Debris,Trash,Miscellaneous,,
,Rope/Tie,Rope/Tie,0,,Physical/Habitat,Plastic,Debris,Trash,Miscellaneous,,
,Rotenolone,Rotenolone,0,,Organic,Pesticide,,,,,
,Rotenone,Rotenone,0,,Organic,Pesticide,Insecticide,,,,
,Roxithromycin,Roxithromycin,80214831,,Organic,Organic,PPCP,,,,
,Rubber Materials (Non-Specific),Rubber Materials (Non-Specific),0,,Physical/Habitat,Non-Plastic,Debris,Trash,Construction,,
,Rubber Piece,Rubber Piece,0,,Physical/Habitat,Plastic,Debris,Trash,Miscellaneous,,
,Run,Run,0,,Physical/Habitat,,,,,,
,Safrotin,Safrotin,77491306,,Organic,Organic,Pesticide,Insecticide,,,
"Salinity, Total",Salinity,Salinity,0,,Inorganic,Water Quality Measurements,Conventional,Inorganic,,,
,Salmonella,Salmonella,0,,Microbiological,Pathogens,Conventional,,,,
,SampleMassCollected,Mass of sample collected in the field,0,,Water Quality Measurements,Conventional,,,,,
,SampleVolume,Volume of water collected in the field,0,,Water Quality Measurements,Ancillary,,,,,
,SamplingCrew,Sampling Crew,0,,Physical/Habitat,Field Observations,,,,,
,Sand,Sand,0,,Inorganic,Grain Size,Conventional,,,,
,Sand + Fine,Sand + Fine,0,,Inorganic,Grain Size,Conventional,,,,
,Sarafloxacin,Sarafloxacin,98105998,,Organic,Organic,PPCP,,,,
,Saxitoxins,Saxitoxins,0,,Microbiological,Cyanotoxins,,,,,
,Scandium,Scandium,7440202,,Inorganic,Inorganic,,,,,
,Seagrass,Seagrass,0,,Physical/Habitat,Non-Plastic,Debris,Natural,Marine Origin,,
,Sealed Shell Volume,Sealed Shell Volume (weight (in grams) of water displaced by each bivalve),0,,Organic,Metal,Conventional,Inorganic,,,
,SeaState,SeaState,0,,Physical/Habitat,Field Observations,,,,,
,Secbumeton,Secbumeton,26259450,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Secchi Depth,Measurement of clarity based on the depth at which the Secchi disk can be differentiated,0,,Water Quality Measurements,,,,,,
,Sedaxane,Sedaxane,875000000,,Organic,Organic,Pesticide,Fungicide,,,
,Sediment Load Estimate,Sediment Load Estimate,0,,Inorganic,Conventional,,,,,
,Sediment reworking rate,Sediment reworking rate,0,,Toxicity,,,,,,
,SedimentExposure,SedimentExposure,0,,Physical/Habitat,Field Observations,,,,,
,Selenate as Se,Selenate as Se (Se VI),0,,Inorganic,Conventional,,,,,
,Selenite as Se,Selenite as Se (Se IV),0,,Inorganic,Conventional,,,,,
"Selenium, Total",Selenium,Selenium,7782492,,Inorganic,Inorganic,Metal,Trace Elements,,,
,"Selenium, Methyl",Methyl Selenium (Dimethly Selenide),593793,,Inorganic,Inorganic,Metal,,,,
,Selenomethionine,Selenomethionine,3211765,,Organic,Organic,AMAcid,,,,
,SEM,SEM (Simultaneously Extracted Metals),0,,Inorganic,Metal,,,,,
,Sertraline,Sertraline,79617962,,Organic,Organic,PPCP,,,,
,Sethoxydim,Sethoxydim,0,,Organic,Pesticide,Herbicide,,,,
,Settleable Solids,Settleable Solids,0,,Inorganic,Conventional,,,,,
,Sewage Treatment,Sewage Treatment,0,,Physical/Habitat,,,,,,
,Shade,Amount of shade within the algae sampling area (1 m2),0,,Physical/Habitat,,,,,,
,Shoe,Shoe,0,,Physical/Habitat,Non-Plastic,Debris,Trash,Household,,
,Shopping Cart,Shopping Cart,0,,Physical/Habitat,Non-Plastic,Debris,Large,Trash,,
,Side Channel,Side Channel present,0,,Physical/Habitat,,,,,,
,Siduron,Siduron,1982496,,Organic,Organic,Carbamates,Pesticide,Herbicide,,
,Silica as SiO2,Silica as SiO2,14808607,,Inorganic,Inorganic,Constituents,Conventional,Habitat,,
,Silicate as Si,Silicate as Si (Si(OH)4),0,,Inorganic,Constituents,Conventional,,,,
,Silicon,Silicon,7440213,,Inorganic,Inorganic,Metal,,,,
"Silt, 0.0039 to <0.0625 mm",Silt,Silt,0,,Inorganic,Grain Size,Conventional,,,,
,Silt + Clay,Silt + Clay,0,,Inorganic,,,,,,
"Silver, Total",Silver,Silver,7440224,,Inorganic,Inorganic,Metal,Trace Elements,,,
"Silver, Total",Silver,Silver,7440224,,Inorganic,Inorganic,Metal,Trace Elements,,,
,Simazine,Simazine,122349,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Simetone,Simetone,0,,Organic,Pesticide,Herbicide,,,,
,Simetryn,Simetryn,1014706,,Organic,Organic,Triazines,Pesticide,Herbicide,,
,Simvastatin,Simvastatin,79902639,,Organic,Organic,PPCP,,,,
,Sinuosity,Ratio of the curvilinear length along a stream and the Euclidean (straight line) distance between two points along the stream,0,,Physical/Habitat,,,,,,
,Site Length,Site Length,0,,Physical/Habitat,Debris,,,,,
,Site Width,Site Width,0,,Physical/Habitat,Debris,,,,,
,SkyCode,SkyCode,0,,Physical/Habitat,Field Observations,,,,,
,Slope,Slope,0,,Physical/Habitat,,,,,,
,Sodium,Sodium,7440235,,Inorganic,Inorganic,Metal,Constituents,Conventional,,
,Sodium Cacodylate,Sodium Cacodylate,0,,Organic,Pesticide,Herbicide,,,,
,Sodium chlorate,Sodium chlorate,7775099,,Inorganic,Inorganic,Pesticide,,,,
,Sodium cyanide,Sodium cyanide,143339,,Inorganic,Inorganic,Pesticide,,,,
,Sodium Fluoroacetate (1080),Sodium Fluoroacetate (1080),0,,Organic,Pesticide,,,,,
,Sodium methylarsonate,Sodium methylarsonate,2163806,,Organic,Organic,Pesticide,,,,
,Sodium tetraborate decahydrate,Sodium tetraborate decahydrate (Sodium borate),0,,Organic,Pesticide,,,,,
,Sodium Trichloroacetate,Sodium Trichloroacetate,0,,Organic,Pesticide,Herbicide,,,,
,"Soft Plastic Piece, non-specific","Soft Plastic Piece, non-specific",0,,Physical/Habitat,Plastic,Debris,Trash,Bags and Packaging,,
,Soft Sediment,Soft Sediment; indicates presence/absence of soft/small sediment at the point where depth is measured,0,,Physical/Habitat,,,,,,
"SpecificConductivity, Total",SpecificConductivity,Specific Conductivity,0,,Inorganic,Water Quality Measurements,Conventional,Inorganic,,,
"SpecificConductivity, Total",SpecificConductivity,Specific Conductivity,0,,Inorganic,Water Quality Measurements,Conventional,Inorganic,,,
,Sports Ball,Sports Ball,0,,Physical/Habitat,Plastic,Debris,Trash,Household,,
,Spray Paint Can,Spray Paint Can,0,,Physical/Habitat,Non-Plastic,Debris,Toxic,Trash,,
,StationWaterDepth,Depth of waterbody where sample was collected,0,,Physical/Habitat,,,,,,
,StationWaterDepth_Avg,Estimated average depth of the waterbody at the time of sampling,0,,Physical/Habitat,,,,,,
,StationWaterDepth_Max,Estimated maximum depth of the waterbody at the time of sampling,0,,Physical/Habitat,,,,,,
,Stick/Branch/Driftwood,Stick/Branch/Driftwood,0,,Physical/Habitat,Non-Plastic,Debris,Natural,Marine Origin,,
,Straw,Straw,0,,Physical/Habitat,Plastic,Debris,Trash,Food Service,,
,Stream Gradient,Steepness of the stream,0,,Physical/Habitat,Field Observations,,,,,
,StreamBankCharacteristics_Concrete,StreamBankCharacteristics_Concrete,0,,Physical/Habitat,Debris,,,,,
,StreamBankCharacteristics_Earthen,StreamBankCharacteristics_Earthen,0,,Physical/Habitat,Debris,,,,,
,StreamBankCharacteristics_RipRap,StreamBankCharacteristics_RipRap,0,,Physical/Habitat,Debris,,,,,
,StreamBankCharacteristics_Sloped,StreamBankCharacteristics_Sloped,0,,Physical/Habitat,Debris,,,,,
,StreamBankCharacteristics_Vegetated,StreamBankCharacteristics_Vegetated,0,,Physical/Habitat,Debris,,,,,
,StreamBankCharacteristics_Vertical,StreamBankCharacteristics_Vertical,0,,Physical/Habitat,Debris,,,,,
,StreamBedCharacteristics_Concrete,StreamBedCharacteristics_Concrete,0,,Physical/Habitat,Debris,,,,,
,StreamBedCharacteristics_Earthen,StreamBedCharacteristics_Earthen,0,,Physical/Habitat,Debris,,,,,
,StreamBedCharacteristics_Rock,StreamBedCharacteristics_Rock,0,,Physical/Habitat,Debris,,,,,
,StreamBedCharacteristics_SubPlants,StreamBedCharacteristics_SubPlants,0,,Physical/Habitat,Debris,,,,,
,StreamMixing,"Classification of stream mixing by stratification, well-mixed or poorly mixed",0,,Physical/Habitat,Field Observations,,,,,
,Stretch,refers to stretch measurement in gillnet,0,,Physical/Habitat,Tissue,Collection Device,,,,
,Strontium,Strontium,7440246,,Inorganic,Inorganic,Metal,,,,
,Strontium-87/Strontium-86 Ratio,Strontium-87/Strontium-86 Ratio,0,,Isotope,,,,,,
,Strontium-90,Strontium-90,0,,Inorganic,Radiochemistry,Metal,Alkaline Earth Metal,,,Originally had no tags - all current tags were assigned manually
,Strychnine,Strychnine,0,,Organic,Pesticide,,,,,
,Strychnine Sulfate,Strychnine Sulfate,0,,Organic,Pesticide,,,,,
,Styrene,Styrene,100425,,Organic,Organic,VOC,,,,
,Styrofoam Pellet,Styrofoam Pellet,0,,Physical/Habitat,Plastic,Debris,Trash,Bags and Packaging,,
,SubreachesFished,Subreaches fished within a given waterbody,0,,Physical/Habitat,,,,,,
